item_id,page_id,order,arabic,declared_letters,computed_letters,sukun_carriers,target_sukun,function,mad,tanwin,source_type,tashih_status,validation_flags
"QJ3-P026-I16","QJ3-P026","16","اَلْعَمَلُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I17","QJ3-P026","17","اَلْخَوْفُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I18","QJ3-P026","18","اَلْيَوْمُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I19","QJ3-P026","19","اَلْأَمْنُ","5","5","لم","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I20","QJ3-P026","20","اَلْهُدَى","5","5","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I21","QJ3-P026","21","اَلْكِتَابُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I22","QJ3-P026","22","اَلْقُلُوبُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I23","QJ3-P026","23","اَلْحَلِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P026-I24","QJ3-P026","24","اَلْهَادِي","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF+KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I01","QJ3-P027","1","فَهْمٌ","3","3","ه","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I02","QJ3-P027","2","مُلْكٌ","3","3","ل","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I03","QJ3-P027","3","كَوْنٌ","3","3","و","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I04","QJ3-P027","4","قَلْبٌ","3","3","ل","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I05","QJ3-P027","5","اَلْفَمُ","4","4","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I06","QJ3-P027","6","اَلْفَمَ","4","4","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I07","QJ3-P027","7","اَلْفَمِ","4","4","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I08","QJ3-P027","8","اَلْأَبُ","4","4","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I09","QJ3-P027","9","اَلْبَابُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I10","QJ3-P027","10","اَلْمَالُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I11","QJ3-P027","11","اَلْمُلْكُ","5","5","لل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I12","QJ3-P027","12","اَلْفَوْزُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I13","QJ3-P027","13","اَلْكَوْنُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I14","QJ3-P027","14","اَلْقَمَرُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I15","QJ3-P027","15","اَلْكَرَمُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I16","QJ3-P027","16","اَلْفُلْكُ","5","5","لل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I17","QJ3-P027","17","اَلْكِتَابُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I18","QJ3-P027","18","اَلْقُلُوبُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I19","QJ3-P027","19","اَلْمُلُوكُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I20","QJ3-P027","20","اَلْمَكَانُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I21","QJ3-P027","21","اَلْقُبُورُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I22","QJ3-P027","22","اَلْكَرِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I23","QJ3-P027","23","اَلْمُبِينُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P027-I24","QJ3-P027","24","اَلْقُعُودُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I01","QJ3-P028","1","خَوْفٌ","3","3","و","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I02","QJ3-P028","2","عِلْمٌ","3","3","ل","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I03","QJ3-P028","3","غَيْبٌ","3","3","ي","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I04","QJ3-P028","4","حَمْدٌ","3","3","م","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I05","QJ3-P028","5","يَخْرُجُ","4","4","خ","REVIEW","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I06","QJ3-P028","6","يَعْلَمُ","4","4","ع","REVIEW","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I07","QJ3-P028","7","يَغْفِرُ","4","4","غ","REVIEW","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I08","QJ3-P028","8","مَوْعِدٌ","4","4","و","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I09","QJ3-P028","9","اَلْحَمْدُ","5","5","لم","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I10","QJ3-P028","10","اَلْخَوْفُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I11","QJ3-P028","11","اَلْعِلْمُ","5","5","لل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I12","QJ3-P028","12","اَلْعَمَلُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I13","QJ3-P028","13","اَلْغَيْبُ","5","5","لي","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I14","QJ3-P028","14","اَلْغَنَمُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I15","QJ3-P028","15","اَلْعَفْوُ","5","5","لف","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I16","QJ3-P028","16","اَلْجَمَلُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I17","QJ3-P028","17","اَلْحَلِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I18","QJ3-P028","18","اَلْحَكِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I19","QJ3-P028","19","اَلْخَبِيرُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I20","QJ3-P028","20","اَلْخُرُوجُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I21","QJ3-P028","21","اَلْعَلِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I22","QJ3-P028","22","اَلْعَظِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I23","QJ3-P028","23","اَلْغَفُورُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P028-I24","QJ3-P028","24","اَلْغُرُوبُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I01","QJ3-P029","1","هُدًى","3","3","NONE","REVIEW","REVIEW_CUMULATIVE","NONE","FATHATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I02","QJ3-P029","2","هَوًى","3","3","NONE","REVIEW","REVIEW_CUMULATIVE","NONE","FATHATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I03","QJ3-P029","3","وَحْيٌ","3","3","ح","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I04","QJ3-P029","4","يَوْمٌ","3","3","و","REVIEW","REVIEW_CUMULATIVE","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I05","QJ3-P029","5","يَهْدِي","4","4","ه","REVIEW","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I06","QJ3-P029","6","يَهْوَى","4","4","ه","REVIEW","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I07","QJ3-P029","7","يَوْعِدُ","4","4","و","REVIEW","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I08","QJ3-P029","8","يَيْأَسُ","4","4","ي","REVIEW","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I09","QJ3-P029","9","اَلْهُدَى","5","5","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I10","QJ3-P029","10","اَلْهَوَى","5","5","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I11","QJ3-P029","11","اَلْوَحْيُ","5","5","لح","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I12","QJ3-P029","12","اَلْيَوْمُ","5","5","لو","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I13","QJ3-P029","13","اَلْيُسْرُ","5","5","لس","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I14","QJ3-P029","14","اَلْيُتْمُ","5","5","لت","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I15","QJ3-P029","15","اَلْأَمَلُ","5","5","ل","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I16","QJ3-P029","16","اَلْأَمْنُ","5","5","لم","اَلْ","FOCUS_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I17","QJ3-P029","17","اَلْهَادِي","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF+KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I18","QJ3-P029","18","اَلْهَلَاكُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I19","QJ3-P029","19","اَلْوُجُودُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I20","QJ3-P029","20","اَلْوُعُودُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I21","QJ3-P029","21","اَلْيَمِينُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I22","QJ3-P029","22","اَلْيَسِيرُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I23","QJ3-P029","23","اَلْأَلِيمُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P029-I24","QJ3-P029","24","اَلْأُمُورُ","6","6","ل","اَلْ","FOCUS_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I01","QJ3-P030","1","قَلْبٌ","3","3","ل","REVIEW","EVALUATION_REVIEW","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I02","QJ3-P030","2","خَوْفٌ","3","3","و","REVIEW","EVALUATION_REVIEW","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I03","QJ3-P030","3","عِلْمٌ","3","3","ل","REVIEW","EVALUATION_REVIEW","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I04","QJ3-P030","4","يَوْمٌ","3","3","و","REVIEW","EVALUATION_REVIEW","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I05","QJ3-P030","5","يَعْلَمُ","4","4","ع","REVIEW","EVALUATION_REVIEW","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I06","QJ3-P030","6","يَغْفِرُ","4","4","غ","REVIEW","EVALUATION_REVIEW","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I07","QJ3-P030","7","يَهْدِي","4","4","ه","REVIEW","EVALUATION_REVIEW","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I08","QJ3-P030","8","مَوْعِدٌ","4","4","و","REVIEW","EVALUATION_REVIEW","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I09","QJ3-P030","9","اَلْفَوْزُ","5","5","لو","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I10","QJ3-P030","10","اَلْقَمَرُ","5","5","ل","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I11","QJ3-P030","11","اَلْحَمْدُ","5","5","لم","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I12","QJ3-P030","12","اَلْغَيْبُ","5","5","لي","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I13","QJ3-P030","13","اَلْوَحْيُ","5","5","لح","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I14","QJ3-P030","14","اَلْيَوْمُ","5","5","لو","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I15","QJ3-P030","15","اَلْأَمَلُ","5","5","ل","اَلْ","EVALUATION_QAMARIYAH","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I16","QJ3-P030","16","اَلْهُدَى","5","5","ل","اَلْ","EVALUATION_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I17","QJ3-P030","17","اَلْكِتَابُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I18","QJ3-P030","18","اَلْقُلُوبُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I19","QJ3-P030","19","اَلْحَكِيمُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I20","QJ3-P030","20","اَلْخَبِيرُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I21","QJ3-P030","21","اَلْغَفُورُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I22","QJ3-P030","22","اَلْهَادِي","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","FATHAH_ALIF+KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I23","QJ3-P030","23","اَلْيَمِينُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P030-I24","QJ3-P030","24","اَلْعُقُولُ","6","6","ل","اَلْ","EVALUATION_QAMARIYAH","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
