item_id,page_id,order,arabic,declared_letters,computed_letters,sukun_carriers,target_sukun,function,mad,tanwin,source_type,tashih_status,validation_flags
"QJ3-P011-I15","QJ3-P011","15","يَفْهَمُ","4","4","ف","خْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I16","QJ3-P011","16","يَكْتُبُ","4","4","ك","خْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I17","QJ3-P011","17","يَسْمَعُ","4","4","س","خْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I18","QJ3-P011","18","يَثْنِي","4","4","ث","خْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I19","QJ3-P011","19","يَرْجُو","4","4","ر","خْ","REVIEW_CUMULATIVE","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I20","QJ3-P011","20","يَنْظُرُ","4","4","ن","خْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I21","QJ3-P011","21","يَخْتَارُ","5","5","خ","خْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I22","QJ3-P011","22","يَخْتَفِي","5","5","خ","خْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I23","QJ3-P011","23","مَخْلُوقٌ","5","5","خ","خْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P011-I24","QJ3-P011","24","مَخْزُونٌ","5","5","خ","خْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I01","QJ3-P012","1","بَعْدٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I02","QJ3-P012","2","وَعْدٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I03","QJ3-P012","3","سَعْيٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I04","QJ3-P012","4","رَعْيٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I05","QJ3-P012","5","شَعْرٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I06","QJ3-P012","6","قَعْرٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I07","QJ3-P012","7","لَعْنٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I08","QJ3-P012","8","طَعْمٌ","3","3","ع","عْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I09","QJ3-P012","9","يَعْلَمُ","4","4","ع","عْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I10","QJ3-P012","10","يَعْمَلُ","4","4","ع","عْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I11","QJ3-P012","11","يَعْبُدُ","4","4","ع","عْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I12","QJ3-P012","12","يَعْرِفُ","4","4","ع","عْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I13","QJ3-P012","13","يَمْشِي","4","4","م","عْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I14","QJ3-P012","14","يَلْقَى","4","4","ل","عْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I15","QJ3-P012","15","يَفْنَى","4","4","ف","عْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I16","QJ3-P012","16","يَكْفِي","4","4","ك","عْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I17","QJ3-P012","17","يَسْعَى","4","4","س","عْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I18","QJ3-P012","18","يَزْكُو","4","4","ز","عْ","REVIEW_CUMULATIVE","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I19","QJ3-P012","19","يَرْمِي","4","4","ر","عْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I20","QJ3-P012","20","يَنْوِي","4","4","ن","عْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I21","QJ3-P012","21","يَعْتَدِي","5","5","ع","عْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I22","QJ3-P012","22","يَعْتَنِي","5","5","ع","عْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I23","QJ3-P012","23","مَعْلُومٌ","5","5","ع","عْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P012-I24","QJ3-P012","24","مَعْبُودٌ","5","5","ع","عْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I01","QJ3-P013","1","بَغْلٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I02","QJ3-P013","2","بَغْيٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I03","QJ3-P013","3","لَغْوٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I04","QJ3-P013","4","رَغْدٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I05","QJ3-P013","5","رَغْبٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I06","QJ3-P013","6","شَغْبٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I07","QJ3-P013","7","نَغْمٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I08","QJ3-P013","8","دَغْلٌ","3","3","غ","غْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I09","QJ3-P013","9","يَغْفِرُ","4","4","غ","غْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I10","QJ3-P013","10","يَغْلِبُ","4","4","غ","غْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I11","QJ3-P013","11","يَغْرِسُ","4","4","غ","غْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I12","QJ3-P013","12","يَغْسِلُ","4","4","غ","غْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I13","QJ3-P013","13","يَمْنَعُ","4","4","م","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I14","QJ3-P013","14","يَلْعَبُ","4","4","ل","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I15","QJ3-P013","15","يَفْهَمُ","4","4","ف","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I16","QJ3-P013","16","يَكْتُبُ","4","4","ك","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I17","QJ3-P013","17","يَسْمَعُ","4","4","س","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I18","QJ3-P013","18","يَثْنِي","4","4","ث","غْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I19","QJ3-P013","19","يَرْجُو","4","4","ر","غْ","REVIEW_CUMULATIVE","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I20","QJ3-P013","20","يَنْظُرُ","4","4","ن","غْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I21","QJ3-P013","21","مَغْفُورٌ","5","5","غ","غْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I22","QJ3-P013","22","مَغْسُولٌ","5","5","غ","غْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I23","QJ3-P013","23","مَغْلُوبٌ","5","5","غ","غْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P013-I24","QJ3-P013","24","مَغْرُوسٌ","5","5","غ","غْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I01","QJ3-P014","1","رَأْسٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I02","QJ3-P014","2","بَأْسٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I03","QJ3-P014","3","كَأْسٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I04","QJ3-P014","4","فَأْسٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I05","QJ3-P014","5","ذِئْبٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I06","QJ3-P014","6","بِئْرٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I07","QJ3-P014","7","جُؤْرٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I08","QJ3-P014","8","بُؤْسٌ","3","3","ء","ءْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I09","QJ3-P014","9","يَأْكُلُ","4","4","ء","ءْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I10","QJ3-P014","10","يَأْخُذُ","4","4","ء","ءْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I11","QJ3-P014","11","يَأْمُرُ","4","4","ء","ءْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I12","QJ3-P014","12","يَأْسَفُ","4","4","ء","ءْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I13","QJ3-P014","13","يَمْشِي","4","4","م","ءْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I14","QJ3-P014","14","يَلْقَى","4","4","ل","ءْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I15","QJ3-P014","15","يَفْنَى","4","4","ف","ءْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I16","QJ3-P014","16","يَكْفِي","4","4","ك","ءْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I17","QJ3-P014","17","يَسْعَى","4","4","س","ءْ","REVIEW_CUMULATIVE","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I18","QJ3-P014","18","يَزْكُو","4","4","ز","ءْ","REVIEW_CUMULATIVE","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I19","QJ3-P014","19","يَرْمِي","4","4","ر","ءْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I20","QJ3-P014","20","يَنْوِي","4","4","ن","ءْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I21","QJ3-P014","21","مَأْكُولٌ","5","5","ء","ءْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I22","QJ3-P014","22","مَأْمُورٌ","5","5","ء","ءْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I23","QJ3-P014","23","مَأْذُونٌ","5","5","ء","ءْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P014-I24","QJ3-P014","24","مَأْسُورٌ","5","5","ء","ءْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I01","QJ3-P015","1","نَصْرٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I02","QJ3-P015","2","مِصْرٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I03","QJ3-P015","3","عَصْرٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I04","QJ3-P015","4","قَصْرٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I05","QJ3-P015","5","فَصْلٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I06","QJ3-P015","6","أَصْلٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I07","QJ3-P015","7","حَصْرٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I08","QJ3-P015","8","خَصْمٌ","3","3","ص","صْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I09","QJ3-P015","9","يَصْبِرُ","4","4","ص","صْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I10","QJ3-P015","10","يَصْنَعُ","4","4","ص","صْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I11","QJ3-P015","11","يَصْرِفُ","4","4","ص","صْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I12","QJ3-P015","12","يَصْلُحُ","4","4","ص","صْ","FOCUS","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I13","QJ3-P015","13","يَمْنَعُ","4","4","م","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I14","QJ3-P015","14","يَلْعَبُ","4","4","ل","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I15","QJ3-P015","15","يَفْهَمُ","4","4","ف","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I16","QJ3-P015","16","يَكْتُبُ","4","4","ك","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I17","QJ3-P015","17","يَسْمَعُ","4","4","س","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I18","QJ3-P015","18","يَثْنِي","4","4","ث","صْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I19","QJ3-P015","19","يَرْجُو","4","4","ر","صْ","REVIEW_CUMULATIVE","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I20","QJ3-P015","20","يَنْظُرُ","4","4","ن","صْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I21","QJ3-P015","21","مَصْنُوعٌ","5","5","ص","صْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I22","QJ3-P015","22","مَصْرُوفٌ","5","5","ص","صْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I23","QJ3-P015","23","مَصْلُوبٌ","5","5","ص","صْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P015-I24","QJ3-P015","24","مَصْحُوبٌ","5","5","ص","صْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
