item_id,page_id,order,arabic,declared_letters,computed_letters,sukun_carriers,target_sukun,function,mad,tanwin,source_type,tashih_status,validation_flags
"QJ3-P001-I13","QJ3-P001","13","يَمْنَعُ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I14","QJ3-P001","14","يَمْلِكُ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I15","QJ3-P001","15","يَمْسَحُ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I16","QJ3-P001","16","أَمْسَكَ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I17","QJ3-P001","17","أَمْهَلَ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I18","QJ3-P001","18","تَمْنَعُ","4","4","م","مْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I19","QJ3-P001","19","يَمْشِي","4","4","م","مْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I20","QJ3-P001","20","تَمْشِي","4","4","م","مْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I21","QJ3-P001","21","يَمْحُو","4","4","م","مْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I22","QJ3-P001","22","تَمْحُو","4","4","م","مْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I23","QJ3-P001","23","يُمْلِي","4","4","م","مْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P001-I24","QJ3-P001","24","تُمْلِي","4","4","م","مْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I01","QJ3-P002","1","قَلْبٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I02","QJ3-P002","2","كَلْبٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I03","QJ3-P002","3","خَلْفٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I04","QJ3-P002","4","سَلْمٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I05","QJ3-P002","5","حِلْمٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I06","QJ3-P002","6","عِلْمٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I07","QJ3-P002","7","فُلْكٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I08","QJ3-P002","8","مُلْكٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I09","QJ3-P002","9","ثُلْثٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I10","QJ3-P002","10","أَلْفٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I11","QJ3-P002","11","حُلْوٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I12","QJ3-P002","12","جِلْدٌ","3","3","ل","لْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I13","QJ3-P002","13","يَمْهَرُ","4","4","م","لْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I14","QJ3-P002","14","يَمْزَحُ","4","4","م","لْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I15","QJ3-P002","15","يَمْلَأُ","4","4","م","لْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I16","QJ3-P002","16","يَمْشِي","4","4","م","لْ","REVIEW_CUMULATIVE","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I17","QJ3-P002","17","أَمْطَرَ","4","4","م","لْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I18","QJ3-P002","18","أَمْرَضَ","4","4","م","لْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I19","QJ3-P002","19","يَلْهُو","4","4","ل","لْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I20","QJ3-P002","20","تَلْهُو","4","4","ل","لْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I21","QJ3-P002","21","يَلْقَى","4","4","ل","لْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I22","QJ3-P002","22","تَلْقَى","4","4","ل","لْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I23","QJ3-P002","23","سَلْوَى","4","4","ل","لْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P002-I24","QJ3-P002","24","بَلْوَى","4","4","ل","لْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I01","QJ3-P003","1","نَفْسٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I02","QJ3-P003","2","نَفْعٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I03","QJ3-P003","3","رَفْعٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I04","QJ3-P003","4","دَفْعٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I05","QJ3-P003","5","صَفْحٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I06","QJ3-P003","6","سَفْحٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I07","QJ3-P003","7","لَفْظٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I08","QJ3-P003","8","حِفْظٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I09","QJ3-P003","9","كُفْرٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I10","QJ3-P003","10","سُفْرٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I11","QJ3-P003","11","حَفْلٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I12","QJ3-P003","12","طِفْلٌ","3","3","ف","فْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I13","QJ3-P003","13","يَمْنَعُ","4","4","م","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I14","QJ3-P003","14","يَمْلِكُ","4","4","م","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I15","QJ3-P003","15","يَمْسَحُ","4","4","م","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I16","QJ3-P003","16","أَمْهَلَ","4","4","م","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I17","QJ3-P003","17","يَلْعَبُ","4","4","ل","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I18","QJ3-P003","18","يَلْبَسُ","4","4","ل","فْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I19","QJ3-P003","19","يَفْنَى","4","4","ف","فْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I20","QJ3-P003","20","تَفْنَى","4","4","ف","فْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I21","QJ3-P003","21","يَفْدِي","4","4","ف","فْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I22","QJ3-P003","22","تَفْدِي","4","4","ف","فْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I23","QJ3-P003","23","نَفْسِي","4","4","ف","فْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P003-I24","QJ3-P003","24","لَفْظِي","4","4","ف","فْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I01","QJ3-P004","1","ذِكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I02","QJ3-P004","2","فِكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I03","QJ3-P004","3","شُكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I04","QJ3-P004","4","حُكْمٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I05","QJ3-P004","5","رُكْنٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I06","QJ3-P004","6","رَكْضٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I07","QJ3-P004","7","بِكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I08","QJ3-P004","8","مَكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I09","QJ3-P004","9","عَكْسٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I10","QJ3-P004","10","نَكْسٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I11","QJ3-P004","11","وَكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I12","QJ3-P004","12","فَكْرٌ","3","3","ك","كْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I13","QJ3-P004","13","يَمْنَعُ","4","4","م","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I14","QJ3-P004","14","يَمْسَحُ","4","4","م","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I15","QJ3-P004","15","أَمْسَكَ","4","4","م","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I16","QJ3-P004","16","يَلْعَبُ","4","4","ل","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I17","QJ3-P004","17","يَفْهَمُ","4","4","ف","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I18","QJ3-P004","18","يَفْرَحُ","4","4","ف","كْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I19","QJ3-P004","19","يَكْفِي","4","4","ك","كْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I20","QJ3-P004","20","تَكْفِي","4","4","ك","كْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I21","QJ3-P004","21","يَكْسُو","4","4","ك","كْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I22","QJ3-P004","22","تَكْسُو","4","4","ك","كْ","REVIEW_MAD_SUKUN","DHAMMAH_WAW","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I23","QJ3-P004","23","يَكْوِي","4","4","ك","كْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P004-I24","QJ3-P004","24","تَكْوِي","4","4","ك","كْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I01","QJ3-P005","1","حُسْنٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I02","QJ3-P005","2","يُسْرٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I03","QJ3-P005","3","عُسْرٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I04","QJ3-P005","4","مَسْحٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I05","QJ3-P005","5","فَسْحٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I06","QJ3-P005","6","كَسْبٌ","3","3","س","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I07","QJ3-P005","7","عُشْبٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I08","QJ3-P005","8","نَشْرٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I09","QJ3-P005","9","حَشْرٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I10","QJ3-P005","10","عَشْرٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I11","QJ3-P005","11","كَشْفٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I12","QJ3-P005","12","رُشْدٌ","3","3","ش","سْ/شْ","FOCUS","NONE","DHAMMATAIN","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I13","QJ3-P005","13","يَمْنَعُ","4","4","م","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I14","QJ3-P005","14","يَمْلِكُ","4","4","م","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I15","QJ3-P005","15","يَلْعَبُ","4","4","ل","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I16","QJ3-P005","16","يَلْبَسُ","4","4","ل","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I17","QJ3-P005","17","يَفْهَمُ","4","4","ف","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I18","QJ3-P005","18","يَكْتُبُ","4","4","ك","سْ/شْ","REVIEW_CUMULATIVE","NONE","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I19","QJ3-P005","19","يَسْعَى","4","4","س","سْ/شْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I20","QJ3-P005","20","تَسْعَى","4","4","س","سْ/شْ","REVIEW_MAD_SUKUN","FATHAH_ALIF","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I21","QJ3-P005","21","يَسْرِي","4","4","س","سْ/شْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I22","QJ3-P005","22","تَسْرِي","4","4","س","سْ/شْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I23","QJ3-P005","23","يَشْفِي","4","4","ش","سْ/شْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
"QJ3-P005-I24","QJ3-P005","24","تَشْفِي","4","4","ش","سْ/شْ","REVIEW_MAD_SUKUN","KASRAH_YA","NONE","AR-CANDIDATE","PENDING","PASS_STRUCTURAL"
